time_months,at_risk_weight,event_weight,censor_weight,survival_not_recovered,asset,anchor,recovery_level
0,2.333333333333333,0.0,0.0,1.0,US_HOUSE_PRICE,FIRST_CUT,50%
1,2.333333333333333,1.0,0.0,0.5714285714285714,US_HOUSE_PRICE,FIRST_CUT,50%
4,1.3333333333333333,0.3333333333333333,0.0,0.42857142857142855,US_HOUSE_PRICE,FIRST_CUT,50%
60,1.0,0.0,1.0,0.42857142857142855,US_HOUSE_PRICE,FIRST_CUT,50%
0,2.333333333333333,0.0,0.0,1.0,US_HOUSE_PRICE,FIRST_CUT,100%
2,2.333333333333333,1.0,0.0,0.5714285714285714,US_HOUSE_PRICE,FIRST_CUT,100%
28,1.3333333333333333,0.3333333333333333,0.0,0.42857142857142855,US_HOUSE_PRICE,FIRST_CUT,100%
60,1.0,0.0,1.0,0.42857142857142855,US_HOUSE_PRICE,FIRST_CUT,100%
0,3.5,0.0,0.0,1.0,US_HOUSE_PRICE,FIRST_HIKE,50%
1,3.5,1.5,0.0,0.5714285714285714,US_HOUSE_PRICE,FIRST_HIKE,50%
2,2.0,1.0,0.0,0.2857142857142857,US_HOUSE_PRICE,FIRST_HIKE,50%
3,1.0,1.0,0.0,0.0,US_HOUSE_PRICE,FIRST_HIKE,50%
0,3.5,0.0,0.0,1.0,US_HOUSE_PRICE,FIRST_HIKE,100%
1,3.5,1.5,0.0,0.5714285714285714,US_HOUSE_PRICE,FIRST_HIKE,100%
2,2.0,1.0,0.0,0.2857142857142857,US_HOUSE_PRICE,FIRST_HIKE,100%
5,1.0,1.0,0.0,0.0,US_HOUSE_PRICE,FIRST_HIKE,100%
0,4.333333333333333,0.0,0.0,1.0,US_HOUSE_PRICE,LAST_HIKE,50%
1,4.333333333333333,1.0,0.0,0.7692307692307692,US_HOUSE_PRICE,LAST_HIKE,50%
2,3.333333333333333,2.0,0.0,0.3076923076923076,US_HOUSE_PRICE,LAST_HIKE,50%
4,1.3333333333333333,0.3333333333333333,0.0,0.2307692307692307,US_HOUSE_PRICE,LAST_HIKE,50%
60,1.0,0.0,1.0,0.2307692307692307,US_HOUSE_PRICE,LAST_HIKE,50%
0,4.333333333333333,0.0,0.0,1.0,US_HOUSE_PRICE,LAST_HIKE,100%
2,4.333333333333333,2.0,0.0,0.5384615384615384,US_HOUSE_PRICE,LAST_HIKE,100%
3,2.333333333333333,1.0,0.0,0.30769230769230765,US_HOUSE_PRICE,LAST_HIKE,100%
28,1.3333333333333333,0.3333333333333333,0.0,0.23076923076923073,US_HOUSE_PRICE,LAST_HIKE,100%
60,1.0,0.0,1.0,0.23076923076923073,US_HOUSE_PRICE,LAST_HIKE,100%
0,4.0,0.0,0.0,1.0,US_HOUSE_PRICE,PAUSE_START,50%
1,4.0,2.0,0.0,0.5,US_HOUSE_PRICE,PAUSE_START,50%
6,2.0,1.0,0.0,0.25,US_HOUSE_PRICE,PAUSE_START,50%
60,1.0,0.0,1.0,0.25,US_HOUSE_PRICE,PAUSE_START,50%
0,4.0,0.0,0.0,1.0,US_HOUSE_PRICE,PAUSE_START,100%
1,4.0,1.0,0.0,0.75,US_HOUSE_PRICE,PAUSE_START,100%
2,3.0,1.0,0.0,0.5,US_HOUSE_PRICE,PAUSE_START,100%
7,2.0,1.0,0.0,0.25,US_HOUSE_PRICE,PAUSE_START,100%
60,1.0,0.0,1.0,0.25,US_HOUSE_PRICE,PAUSE_START,100%
