asset,event_type,metric,n,mean,median,q25,q75,min,max
GOLD,EMERGENCY_CUT,ret_20d,10,0.02627984833841256,0.033963758379186526,-0.016305533159648333,0.06203255574270866,-0.1393442862159635,0.151151352534596
GOLD,EMERGENCY_CUT,ret_60d,10,0.08474742826403583,0.058180481130513995,0.005607680193679854,0.15408169961690615,-0.06202618622620404,0.27042771507207575
GOLD,EMERGENCY_CUT,ret_120d,10,0.13742595755343498,0.09178370091269261,0.054325992564107306,0.18445601499153735,0.011716036366183236,0.39305504051750617
GOLD,EMERGENCY_CUT,ret_252d,8,0.10836291650672218,0.12625306387577728,0.05313545295851341,0.17102225864765846,-0.02974570001150989,0.19019308306763505
GOLD,EMERGENCY_CUT,mdd,10,0.18608057511253057,0.20430157215594202,0.10221660583664485,0.24937948049055447,0.0771811736885959,0.29734846906222756
GOLD,EMERGENCY_CUT,mae,10,-0.07102260271583452,-0.05230502307443369,-0.09077598624109648,-0.014302113375092323,-0.19970477499626327,0.0
GOLD,EMERGENCY_CUT,mfe,10,0.2364909939630099,0.22330495773193815,0.14711888514392196,0.3120793986151682,0.09277196148554201,0.4305233827785184
GOLD,EMERGENCY_CUT,time_to_event_min_obs,10,49.2,19.0,3.25,52.0,0.0,208.0
GOLD,EMERGENCY_CUT,recovery50_obs_from_trough,10,26.6,26.0,14.0,26.75,7.0,58.0
GOLD,EMERGENCY_CUT,recovery100_obs_from_trough,7,256.42857142857144,95.0,39.0,449.0,30.0,694.0
GOLD,EMERGENCY_CUT,rv_60d_ann,10,0.24320108235213192,0.24375455787283856,0.1853784969966374,0.2948231079673721,0.10532679388163592,0.37700585763414673
GOLD,EMERGENCY_CUT,down_semivol_60d_ann,10,0.16407194463004127,0.16317165439840142,0.11171374234950612,0.184929309637023,0.08813815279185021,0.2857537593664514
GOLD,FIRST_CUT,ret_20d,4,0.04031602743521273,0.04668534971886418,0.024146739564115227,0.06285463758996168,-0.010432145516548141,0.07832555581967071
GOLD,FIRST_CUT,ret_60d,4,0.04786899845535761,0.04684330782792934,0.02303681653761855,0.0716754897456684,-0.035767534731085404,0.13355691289665717
GOLD,FIRST_CUT,ret_120d,4,0.14983154724168857,0.11229599481517971,0.07288426780872931,0.18924327424813897,0.019746715465988274,0.3549874838704066
GOLD,FIRST_CUT,ret_252d,4,0.2295365404842764,0.2233832505548322,0.07757186589085113,0.3753479251482575,0.05588673748549011,0.4154929233419511
GOLD,FIRST_CUT,mdd,4,0.1351330719249097,0.10006788624151536,0.08160995332460533,0.15359100484181973,0.07933190075564456,0.2610646144609635
GOLD,FIRST_CUT,mae,4,-0.01604164482227005,-0.0073068587663444595,-0.02061379813621181,-0.0027347054524027026,-0.04955286175639129,0.0
GOLD,FIRST_CUT,mfe,4,0.3243832875646612,0.3856292748941791,0.3005052709908463,0.40950729146799403,0.09277196148554201,0.4335026389847447
GOLD,FIRST_CUT,time_to_event_min_obs,4,18.5,16.0,0.75,33.75,0.0,42.0
GOLD,FIRST_CUT,recovery50_obs_from_trough,4,6.25,5.0,4.75,6.5,4.0,11.0
GOLD,FIRST_CUT,recovery100_obs_from_trough,4,86.25,40.0,25.75,100.5,13.0,252.0
GOLD,FIRST_CUT,rv_60d_ann,4,0.15792328671495093,0.15495380303520784,0.1380776053906702,0.17479948435948856,0.12452225460732319,0.19726328618206476
GOLD,FIRST_CUT,down_semivol_60d_ann,4,0.11212549202915337,0.11279285851538784,0.09231738873359416,0.13260096181094705,0.08909672755819667,0.13381952352764112
GOLD,FIRST_HIKE,ret_20d,3,0.0136590692332094,0.010349044827676845,0.000715923687723774,0.02494720257592875,-0.008917197452229297,0.039545360324180656
GOLD,FIRST_HIKE,ret_60d,3,0.06666228593974481,0.04687896534136149,0.014613809081282791,0.10881910249901516,-0.017651347178795906,0.17075923965666884
GOLD,FIRST_HIKE,ret_120d,3,0.07245603274902168,0.12713374241142517,0.016060086431177567,0.15619083389806754,-0.09501356954907003,0.1852479253847099
GOLD,FIRST_HIKE,ret_252d,3,0.06025850013396372,0.0681155543805485,0.05089730434107298,0.07354822305014685,0.033679054301597455,0.0789808917197452
GOLD,FIRST_HIKE,mdd,3,0.14928491244349637,0.17371233888556936,0.13444388204857893,0.1763396560594503,0.0951754252115885,0.17896697323333122
GOLD,FIRST_HIKE,mae,3,-0.05705483048135629,-0.014012738853503182,-0.07989028255145886,-0.012698332597327167,-0.14576782624941453,-0.011383926341151152
GOLD,FIRST_HIKE,mfe,3,0.16211586171392578,0.16178343949044582,0.10110963175459675,0.22295588056151483,0.04043582401874768,0.28412832163258384
GOLD,FIRST_HIKE,time_to_event_min_obs,3,60.666666666666664,19.0,10.5,90.0,2.0,161.0
GOLD,FIRST_HIKE,recovery50_obs_from_trough,3,24.666666666666668,19.0,14.0,32.5,9.0,46.0
GOLD,FIRST_HIKE,recovery100_obs_from_trough,3,291.3333333333333,150.0,122.5,389.5,95.0,629.0
GOLD,FIRST_HIKE,rv_60d_ann,3,0.16000905567770562,0.14257729730725593,0.14080149607744302,0.1705007360927434,0.13902569484763008,0.19842417487823086
GOLD,FIRST_HIKE,down_semivol_60d_ann,3,0.1033576029114086,0.10852258549390967,0.09913586118502404,0.11016183592904366,0.08974913687613843,0.11180108636417767
GOLD,LAST_HIKE,ret_20d,3,0.03661803056101861,0.023320879970884834,0.006076966996094002,0.060510518830876325,-0.01116694597869683,0.09770015769086782
GOLD,LAST_HIKE,ret_60d,3,0.022240742624286842,0.019194253597438315,0.01223659295346835,0.030721647781681072,0.005278932309498385,0.04224904196592383
GOLD,LAST_HIKE,ret_120d,3,0.05831459415874596,0.06956311579287267,0.050034584730280884,0.07221886440427439,0.030506053667689104,0.0748746130156761
GOLD,LAST_HIKE,ret_252d,3,0.16529487385263972,0.18057661528196323,0.15063759803207633,0.18759302038786485,0.12069858078218942,0.19460942549376647
GOLD,LAST_HIKE,mdd,3,0.09818190996679958,0.07428744510444885,0.06881503460450011,0.11560155289792368,0.06334262410455138,0.1569156606913985
GOLD,LAST_HIKE,mae,3,-0.03279516267886162,-0.028186042083756968,-0.049192744018292434,-0.014093021041878484,-0.0701994459528279,0.0
GOLD,LAST_HIKE,mfe,3,0.22913251532190645,0.23815995452171523,0.21738536772174744,0.24539338252196985,0.19661078092177964,0.25262681052222447
GOLD,LAST_HIKE,time_to_event_min_obs,3,39.333333333333336,50.0,25.0,59.0,0.0,68.0
GOLD,LAST_HIKE,recovery50_obs_from_trough,3,18.666666666666668,20.0,13.0,25.0,6.0,30.0
GOLD,LAST_HIKE,recovery100_obs_from_trough,3,44.333333333333336,36.0,23.0,61.5,10.0,87.0
GOLD,LAST_HIKE,rv_60d_ann,3,0.15377354719413014,0.11691419676211226,0.10691610754883718,0.18220131162341413,0.09691801833556209,0.24748842648471603
GOLD,LAST_HIKE,down_semivol_60d_ann,3,0.10134845049654649,0.07140549736814465,0.06692504632108486,0.1208003781078072,0.06244459527402506,0.17019525884746972
GOLD,PAUSE_START,ret_20d,3,-0.01269120170387772,-0.009213287838392592,-0.022667745972184183,-0.0009757005028286914,-0.036122204105975775,0.007261886832735209
GOLD,PAUSE_START,ret_60d,3,-0.02369385908957607,-0.024766781495998758,-0.04564981279037822,-0.0022743665919852663,-0.06653284408475768,0.020218048312028225
GOLD,PAUSE_START,ret_120d,3,0.0674968405158793,0.08951238497704628,0.04112852013934326,0.10487293312299883,-0.007255344698359756,0.12023348126895139
GOLD,PAUSE_START,ret_252d,3,0.18841907999520857,0.1999695057486517,0.11758276786553279,0.2650306050016059,0.03519602998241389,0.33009170425456014
GOLD,PAUSE_START,mdd,3,0.08939107852893331,0.0687814185537321,0.06606202132914174,0.10241530574112429,0.06334262410455138,0.13604919292851647
GOLD,PAUSE_START,mae,3,-0.07485936457388771,-0.062394382653606306,-0.09742132640689649,-0.04606491178073824,-0.13244827016018668,-0.02973544090787017
GOLD,PAUSE_START,mfe,3,0.20327877714515577,0.20532036973066714,0.1367756626670692,0.27080268791599804,0.06823095560347125,0.33628500610132894
GOLD,PAUSE_START,time_to_event_min_obs,3,37.333333333333336,42.0,27.0,50.0,12.0,58.0
GOLD,PAUSE_START,recovery50_obs_from_trough,3,18.666666666666668,20.0,13.0,25.0,6.0,30.0
GOLD,PAUSE_START,recovery100_obs_from_trough,3,41.666666666666664,36.0,22.5,58.0,9.0,80.0
GOLD,PAUSE_START,rv_60d_ann,3,0.15390041876850505,0.14776021234964182,0.12343827692093012,0.18129245740664834,0.09911634149221844,0.21482470246365487
GOLD,PAUSE_START,down_semivol_60d_ann,3,0.11453767454851542,0.09558475270985628,0.0864664890388245,0.13313239913887676,0.07734822536779275,0.1706800455678972
GOLD,TIGHTENING_CYCLE_END,ret_20d,3,0.03661803056101861,0.023320879970884834,0.006076966996094002,0.060510518830876325,-0.01116694597869683,0.09770015769086782
GOLD,TIGHTENING_CYCLE_END,ret_60d,3,0.022240742624286842,0.019194253597438315,0.01223659295346835,0.030721647781681072,0.005278932309498385,0.04224904196592383
GOLD,TIGHTENING_CYCLE_END,ret_120d,3,0.05831459415874596,0.06956311579287267,0.050034584730280884,0.07221886440427439,0.030506053667689104,0.0748746130156761
GOLD,TIGHTENING_CYCLE_END,ret_252d,3,0.16529487385263972,0.18057661528196323,0.15063759803207633,0.18759302038786485,0.12069858078218942,0.19460942549376647
GOLD,TIGHTENING_CYCLE_END,mdd,3,0.09818190996679958,0.07428744510444885,0.06881503460450011,0.11560155289792368,0.06334262410455138,0.1569156606913985
GOLD,TIGHTENING_CYCLE_END,mae,3,-0.03279516267886162,-0.028186042083756968,-0.049192744018292434,-0.014093021041878484,-0.0701994459528279,0.0
GOLD,TIGHTENING_CYCLE_END,mfe,3,0.22913251532190645,0.23815995452171523,0.21738536772174744,0.24539338252196985,0.19661078092177964,0.25262681052222447
GOLD,TIGHTENING_CYCLE_END,time_to_event_min_obs,3,39.333333333333336,50.0,25.0,59.0,0.0,68.0
GOLD,TIGHTENING_CYCLE_END,recovery50_obs_from_trough,3,18.666666666666668,20.0,13.0,25.0,6.0,30.0
GOLD,TIGHTENING_CYCLE_END,recovery100_obs_from_trough,3,44.333333333333336,36.0,23.0,61.5,10.0,87.0
GOLD,TIGHTENING_CYCLE_END,rv_60d_ann,3,0.15377354719413014,0.11691419676211226,0.10691610754883718,0.18220131162341413,0.09691801833556209,0.24748842648471603
GOLD,TIGHTENING_CYCLE_END,down_semivol_60d_ann,3,0.10134845049654649,0.07140549736814465,0.06692504632108486,0.1208003781078072,0.06244459527402506,0.17019525884746972
GOLD,TIGHTENING_CYCLE_START,ret_20d,3,0.0136590692332094,0.010349044827676845,0.000715923687723774,0.02494720257592875,-0.008917197452229297,0.039545360324180656
GOLD,TIGHTENING_CYCLE_START,ret_60d,3,0.06666228593974481,0.04687896534136149,0.014613809081282791,0.10881910249901516,-0.017651347178795906,0.17075923965666884
GOLD,TIGHTENING_CYCLE_START,ret_120d,3,0.07245603274902168,0.12713374241142517,0.016060086431177567,0.15619083389806754,-0.09501356954907003,0.1852479253847099
GOLD,TIGHTENING_CYCLE_START,ret_252d,3,0.06025850013396372,0.0681155543805485,0.05089730434107298,0.07354822305014685,0.033679054301597455,0.0789808917197452
GOLD,TIGHTENING_CYCLE_START,mdd,3,0.14928491244349637,0.17371233888556936,0.13444388204857893,0.1763396560594503,0.0951754252115885,0.17896697323333122
GOLD,TIGHTENING_CYCLE_START,mae,3,-0.05705483048135629,-0.014012738853503182,-0.07989028255145886,-0.012698332597327167,-0.14576782624941453,-0.011383926341151152
GOLD,TIGHTENING_CYCLE_START,mfe,3,0.16211586171392578,0.16178343949044582,0.10110963175459675,0.22295588056151483,0.04043582401874768,0.28412832163258384
GOLD,TIGHTENING_CYCLE_START,time_to_event_min_obs,3,60.666666666666664,19.0,10.5,90.0,2.0,161.0
GOLD,TIGHTENING_CYCLE_START,recovery50_obs_from_trough,3,24.666666666666668,19.0,14.0,32.5,9.0,46.0
GOLD,TIGHTENING_CYCLE_START,recovery100_obs_from_trough,3,291.3333333333333,150.0,122.5,389.5,95.0,629.0
GOLD,TIGHTENING_CYCLE_START,rv_60d_ann,3,0.16000905567770562,0.14257729730725593,0.14080149607744302,0.1705007360927434,0.13902569484763008,0.19842417487823086
GOLD,TIGHTENING_CYCLE_START,down_semivol_60d_ann,3,0.1033576029114086,0.10852258549390967,0.09913586118502404,0.11016183592904366,0.08974913687613843,0.11180108636417767
NASDAQ,EMERGENCY_CUT,ret_20d,46,0.02927813424151634,0.017801256459417325,-0.01285357200640036,0.041689440317238924,-0.1159963182567374,0.209816480936881
NASDAQ,EMERGENCY_CUT,ret_60d,46,0.07741009061378971,0.0646935260938698,-0.01521539526304963,0.16155964383221466,-0.25645910482265555,0.5474603658734434
NASDAQ,EMERGENCY_CUT,ret_120d,46,0.13357795135332357,0.12022998650899375,0.009239144839713942,0.2152574986176724,-0.2033092878395445,0.669980596637183
NASDAQ,EMERGENCY_CUT,ret_252d,44,0.21027231140833658,0.18907001233795706,0.10448464749901093,0.3204714983607586,-0.38425312604165784,0.8214760832462671
NASDAQ,EMERGENCY_CUT,mdd,46,0.16657061247322794,0.1297422060359894,0.10013971472203265,0.16414534487790644,0.0747687312980384,0.5022331811902139
NASDAQ,EMERGENCY_CUT,mae,46,-0.09304842013857151,-0.04044608861154425,-0.12274059782113086,-0.014740024816626507,-0.43756036273194254,0.0
NASDAQ,EMERGENCY_CUT,mfe,46,0.31029890362596824,0.2456912512863283,0.1878874998351961,0.376244189942181,0.016232084268692937,0.8922821339805447
NASDAQ,EMERGENCY_CUT,time_to_event_min_obs,46,62.891304347826086,39.0,4.5,104.0,0.0,251.0
NASDAQ,EMERGENCY_CUT,recovery50_obs_from_trough,46,97.21739130434783,35.0,11.0,81.0,1.0,589.0
NASDAQ,EMERGENCY_CUT,recovery100_obs_from_trough,44,133.13636363636363,71.0,32.75,105.0,10.0,595.0
NASDAQ,EMERGENCY_CUT,rv_60d_ann,46,0.18442904654103923,0.14428527113648115,0.11239184807760032,0.169246896004593,0.0702515961566646,0.658170996589791
NASDAQ,EMERGENCY_CUT,down_semivol_60d_ann,46,0.12486255066161613,0.09192668052700347,0.07332188584640123,0.12109179099704223,0.026738239632663433,0.46212968517845593
NASDAQ,FIRST_CUT,ret_20d,10,0.025582882106958315,0.008213356470127442,-0.025678081345403003,0.045007291675160654,-0.04815068920351773,0.209816480936881
NASDAQ,FIRST_CUT,ret_60d,10,0.00697912896274352,0.034210993951003354,-0.043939729101296815,0.06658996628726654,-0.20563646994144502,0.13256132883408367
NASDAQ,FIRST_CUT,ret_120d,10,-0.0077081043314404015,0.0004598724185873593,-0.1293641387333864,0.11210618775245995,-0.22567497526268665,0.17831971558660253
NASDAQ,FIRST_CUT,ret_252d,10,0.07102322279798717,0.07523274235157629,-0.09658778137378735,0.2466452000769055,-0.16414874103718535,0.2967957071238754
NASDAQ,FIRST_CUT,mdd,10,0.23294010287101669,0.24222034101833095,0.1155163646048783,0.290928632455558,0.07863031665729814,0.5022331811902139
NASDAQ,FIRST_CUT,mae,10,-0.16201191955141286,-0.145449139262934,-0.22667259059048742,-0.083792327707811,-0.3790240241550531,0.0
NASDAQ,FIRST_CUT,mfe,10,0.19197224461799695,0.22586504256850803,0.09032295350647179,0.28447774165817014,0.0157078539269635,0.32631500711388584
NASDAQ,FIRST_CUT,time_to_event_min_obs,10,116.7,129.0,65.75,165.0,0.0,238.0
NASDAQ,FIRST_CUT,recovery50_obs_from_trough,10,100.2,40.0,15.5,85.75,5.0,589.0
NASDAQ,FIRST_CUT,recovery100_obs_from_trough,8,148.5,54.0,43.25,258.25,10.0,446.0
NASDAQ,FIRST_CUT,rv_60d_ann,10,0.18225875234398475,0.1573766918565805,0.09264496813687044,0.20604816637643447,0.0702515961566646,0.5387384055599712
