cycle_id,broad_episode_id,cycle_start_year,first_hike,first_cut,panel_month,panel_month_start,macro_state_period,CPI_YOY,CPI_MOMENTUM,INDPRO_YOY,yield_obs_date,DGS10_LEVEL,DGS2_LEVEL,CURVE_BP,REAL_RATE_PROXY_PP,wti_obs_date,WTI_6M_RET,nfci_obs_date,NFCI,dfii10_obs_date,DFII10,usd_obs_date,USD_SOURCE_REGIME,USD_6M_RET,GOLD_BASELINE_PRICE,GOLD_FWD_3M_RET,GOLD_FWD_6M_RET,GOLD_FWD_3M_MDD,GOLD_FWD_6M_MDD,GOLD_FWD_6M_MAE,GOLD_FWD_6M_MFE,GOLD_FWD_6M_DOWN_SEMIVOL
T01_1983,B01,1983,1983-03-31,1983-08-17,1983-04,1983-04-01,1983-02,0.03488372093023262,-0.011007421012136698,-0.046934036050345296,1983-03-31,10.62,9.87,75.0,7.131627906976737,,,1983-03-25,0.014,,,1983-03-30,TWEXM,-0.009939293978264652,420.0,-0.01666666666666672,-0.01904761904761909,0.057077625570776225,0.07990867579908678,-0.04047619047619044,0.04285714285714293,0.09108469591096018
T01_1983,B01,1983,1983-03-31,1983-08-17,1983-05,1983-05-01,1983-03,0.035978835978836,-0.002319036361589477,-0.032461646238918895,1983-04-29,10.27,9.35,92.0,6.6721164021164,,,1983-04-29,-0.091,,,1983-04-27,TWEXM,-0.030148446165243037,433.0,-0.06928406466512704,-0.09006928406466508,0.07990867579908678,0.1004566210045662,-0.09006928406466508,0.011547344110854452,0.11084978858580824
T01_1983,B01,1983,1983-03-31,1983-08-17,1983-06,1983-06-01,1983-04,0.03898840885142252,0.0018728203042326363,-0.011083036169128868,1983-05-31,10.81,10.02,79.00000000000009,6.911159114857749,,,1983-05-27,-0.187,,,1983-05-25,TWEXM,-0.015532797302791113,438.0,-0.05022831050228316,-0.1278538812785388,0.07990867579908678,0.1278538812785388,-0.1278538812785388,0.0,0.11916812758130464
T01_1983,B01,1983,1983-03-31,1983-08-17,1983-07,1983-07-01,1983-05,0.03549060542797511,0.0006068844977424881,0.0015508233107617286,1983-06-30,10.96,10.23,73.00000000000004,7.41093945720249,,,1983-06-24,-0.171,,,1983-06-29,TWEXM,0.03494562360122422,413.0,-0.002421307506053294,-0.060532687651331685,0.02421307506053272,0.08173076923076927,-0.07506053268765134,0.007263922518159882,0.08539851948217604
T02_1984,B01,1984,1984-03-29,1984-09-20,1984-04,1984-04-01,1984-02,0.04596527068437184,0.013312209459882096,0.12222425631216693,1984-03-30,12.53,11.6,92.99999999999997,7.933472931562815,,,1984-03-30,-0.029,,,1984-03-28,TWEXM,-0.005863968969083366,394.0,-0.040609137055837574,-0.13705583756345174,0.043147208121827374,0.13705583756345174,-0.13705583756345174,0.0,0.13126993433332038
T02_1984,B01,1984,1984-03-29,1984-09-20,1984-05,1984-05-01,1984-03,0.0480081716036771,0.010098335538103242,0.11828004106467693,1984-04-30,12.82,11.89,92.99999999999997,8.01918283963229,,,1984-04-27,0.382,,,1984-04-25,TWEXM,0.017243188704955337,381.0,-0.08661417322834641,-0.10498687664041995,0.08661417322834641,0.1076115485564304,-0.1076115485564304,0.0,0.12239438209896503
T02_1984,B01,1984,1984-03-29,1984-09-20,1984-06,1984-06-01,1984-04,0.045638945233265726,0.003716654844717615,0.11083408371126957,1984-05-31,13.91,13.0,91.00000000000001,9.346105476673428,,,1984-05-25,0.89,,,1984-05-30,TWEXM,0.020271991820770996,377.0,-0.07692307692307687,-0.09283819628647216,0.07936507936507942,0.10052910052910058,-0.09814323607427056,0.0026525198938991412,0.1214808750967551
T02_1984,B01,1984,1984-03-29,1984-09-20,1984-07,1984-07-01,1984-05,0.042338709677419484,-0.0036265610069523557,0.11016530838380367,1984-06-29,13.84,13.17,67.0,9.606129032258051,,,1984-06-29,1.216,,,1984-06-27,TWEXM,0.0294956724728761,378.0,-0.10052910052910058,-0.1534391534391535,0.10052910052910058,0.1534391534391535,-0.1534391534391535,0.0,0.1536208787966859
T02_1984,B01,1984,1984-03-29,1984-09-20,1984-08,1984-08-01,1984-06,0.042211055276381915,-0.005797116327295182,0.1074527207214544,1984-07-31,12.91,12.57,33.999999999999986,8.68889447236181,,,1984-07-27,1.015,,,1984-07-25,TWEXM,0.04619298526751514,348.0,-0.02011494252873558,-0.1293103448275862,0.02298850574712641,0.1293103448275862,-0.1293103448275862,0.0,0.12602886852027398
T03_1987,B02,1987,1987-01-05,1987-07-02,1987-02,1987-02-01,1986-12,0.010978956999085021,-0.0065649026500378405,0.015210709724897686,1987-01-30,7.18,6.33,84.99999999999997,6.082104300091498,1987-01-30,0.673815907059875,1987-01-30,-0.485,,,1987-01-28,TWEXM,-0.06275434152622228,408.0,0.07352941176470584,0.10539215686274517,0.01715686274509809,0.021739130434782594,-0.01715686274509809,0.12745098039215685,0.03956162845886027
T03_1987,B02,1987,1987-01-05,1987-07-02,1987-03,1987-03-01,1987-01,0.014598540145985384,-0.00012087107756553195,0.006100656345238598,1987-02-27,7.19,6.35,84.00000000000007,5.730145985401462,1987-02-27,0.14634146341463405,1987-02-27,-0.434,,,1987-02-25,TWEXM,-0.04735334809863523,401.0,0.1471321695760599,0.14962593516209477,0.0,0.021739130434782594,0.0,0.14962593516209477,0.031082867967825382
T03_1987,B02,1987,1987-01-05,1987-07-02,1987-04,1987-04-01,1987-02,0.021043000914912957,0.008198964217665194,0.026567648418983847,1987-03-31,7.51,6.54,96.99999999999997,5.405699908508704,1987-03-31,0.20409468969929612,1987-03-27,-0.171,,,1987-03-25,TWEXM,-0.059832512409134564,409.0,0.10024449877750619,0.12469437652811743,0.021739130434782594,0.021739130434782594,0.0,0.1271393643031784,0.03123421153846083
T03_1987,B02,1987,1987-01-05,1987-07-02,1987-05,1987-05-01,1987-03,0.030330882352941124,0.019351925353856103,0.0354296110984762,1987-04-30,8.21,7.38,83.0000000000001,5.176911764705888,1987-04-30,0.24651162790697678,1987-04-24,0.31,,,1987-04-29,TWEXM,-0.0988205940052096,438.0,0.029680365296803624,0.06164383561643838,0.021739130434782594,0.021739130434782594,0.0,0.06164383561643838,0.03123421153846083
T03_1987,B02,1987,1987-01-05,1987-07-02,1987-06,1987-06-01,1987-04,0.037753222836095945,0.023154682690110562,0.040493229629387395,1987-05-29,8.49,7.69,79.99999999999999,4.714677716390406,1987-05-29,0.2579597141000649,1987-05-29,0.623,,,1987-05-27,TWEXM,-0.09422265537679608,460.0,0.0021739130434783593,0.017391304347825987,0.021739130434782594,0.021739130434782594,-0.021739130434782594,0.017391304347825987,0.03123421153846083
T04_1987,B02,1987,1987-08-27,1987-11-04,1987-09,1987-09-01,1987-07,0.03926940639269394,0.0015161835565979942,0.05549483162984625,1987-08-31,9.0,7.97,103.00000000000003,5.073059360730606,1987-08-31,0.1330275229357798,1987-08-28,0.042,,,1987-08-26,TWEXM,-0.031140927563949372,461.0,0.015184381778741818,-0.041214750542299394,0.002169197396963085,0.09053497942386834,-0.041214750542299394,0.054229934924078016,0.11100953749677987
T04_1987,B02,1987,1987-08-27,1987-11-04,1987-10,1987-10-01,1987-08,0.042844120328167756,0.004276627215220152,0.06539368743960372,1987-09-30,9.63,8.6,103.00000000000011,5.345587967183225,1987-09-30,0.06168831168831179,1987-09-25,0.494,,,1987-09-30,TWEXM,-0.003885742800639025,460.0,0.05652173913043468,-0.034782608695652195,0.0,0.09053497942386834,-0.03913043478260869,0.05652173913043468,0.11096704973065166
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-04,1988-04-01,1988-02,0.03942652329749108,-0.00586333177497278,0.06815010338304517,1988-03-31,8.57,7.41,116.00000000000001,4.627347670250892,1988-03-31,-0.12850586435492095,1988-03-25,0.136,,,1988-03-30,TWEXM,-0.09476211691615322,444.0,0.015765765765765716,-0.06981981981981977,0.0022123893805309214,0.08628318584070793,-0.06981981981981977,0.018018018018018056,0.07667923669886632
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-05,1988-05-01,1988-03,0.039250669045495234,-0.005093222357219762,0.0692376356971911,1988-04-29,8.87,7.73,113.99999999999989,4.944933095450476,1988-04-29,-0.10351659237246158,1988-04-29,0.251,,,1988-04-27,TWEXM,-0.08286505126749277,452.0,-0.030973451327433676,-0.0995575221238938,0.030973451327433676,0.0995575221238938,-0.0995575221238938,0.0,0.07942315221364757
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-06,1988-06-01,1988-04,0.03904170363797688,-0.0014259222613037803,0.06867457888147577,1988-05-31,9.2,8.21,98.99999999999984,5.295829636202312,1988-05-31,-0.0635344367325148,1988-05-27,0.259,,,1988-05-25,TWEXM,-0.04015014018721985,451.0,-0.04434589800443456,-0.0687361419068736,0.04434589800443456,0.09756097560975607,-0.09756097560975607,0.0,0.07936136385031071
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-07,1988-07-01,1988-05,0.0389036251105217,-0.0005228981869693783,0.05981899007846314,1988-06-30,8.82,8.02,80.00000000000007,4.92963748894783,1988-06-30,-0.10430170889805535,1988-06-24,0.306,,,1988-06-29,TWEXM,0.04069069171337958,451.0,-0.0842572062084257,-0.07095343680709532,0.0842572062084257,0.09756097560975607,-0.09756097560975607,0.0,0.07943293394198898
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-08,1988-08-01,1988-06,0.0396475770925111,0.0003969080470158648,0.057416879133171284,1988-07-29,9.12,8.39,72.99999999999986,5.155242290748889,1988-07-29,-0.03364817001180642,1988-07-29,0.432,,,1988-07-27,TWEXM,0.02628594176372334,438.0,-0.07077625570776258,-0.07762557077625576,0.07077625570776258,0.07762557077625576,-0.07762557077625576,0.0,0.08518647646692756
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-09,1988-09-01,1988-07,0.04130052724077338,0.0022588236027965003,0.050408224147804326,1988-08-31,9.25,8.71,53.999999999999915,5.119947275922662,1988-08-31,-0.02440590879897242,1988-08-26,0.401,,,1988-08-31,TWEXM,0.045051792917103706,431.0,-0.025522041763341052,-0.09976798143851506,0.05568445475638051,0.09976798143851506,-0.09976798143851506,0.0,0.10001739993867402
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-10,1988-10-01,1988-08,0.04020979020979021,0.001306165099268508,0.047810209040970886,1988-09-30,8.87,8.43,43.99999999999995,4.849020979020978,1988-09-30,-0.21542083578575622,1988-09-30,0.257,,,1988-09-28,TWEXM,0.06854776979053634,413.0,0.014527845036319542,-0.05569007263922521,0.014527845036319653,0.07619047619047614,-0.060532687651331685,0.016949152542372836,0.07977245299955121
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-11,1988-11-01,1988-09,0.0417391304347825,0.0020915533422714017,0.040437256653518716,1988-10-31,8.65,8.25,40.000000000000036,4.47608695652175,1988-10-31,-0.21734104046242786,1988-10-28,0.188,,,1988-10-26,TWEXM,0.025753427151828046,407.0,-0.0073710073710073765,-0.05651105651105648,0.03809523809523807,0.08571428571428574,-0.05651105651105648,0.03194103194103204,0.0801003875834453
T05_1988,B02,1988,1988-03-30,1989-06-06,1988-12,1988-12-01,1988-10,0.04249783174327848,0.0011973045025051032,0.03118549371874013,1988-11-30,9.06,8.84,22.000000000000064,4.8102168256721525,1988-11-30,-0.1238636363636364,1988-11-25,0.157,,,1988-11-30,TWEXM,-0.016391781364848312,420.0,-0.07619047619047614,-0.1166666666666667,0.07619047619047614,0.1166666666666667,-0.1166666666666667,0.0,0.09374628947954866
T05_1988,B02,1988,1988-03-30,1989-06-06,1989-01,1989-01-01,1988-11,0.04246100519930662,0.0022512149895164146,0.028661985664013345,1988-12-30,9.14,9.14,0.0,4.893899480069338,1988-12-30,0.13302448709463932,1988-12-30,0.143,,,1988-12-28,TWEXM,-0.026673313269899745,419.0,-0.06921241050119331,-0.12171837708830546,0.07398568019093077,0.12171837708830546,-0.12171837708830546,0.0,0.09438666342247813
T05_1988,B02,1988,1988-03-30,1989-06-06,1989-02,1989-02-01,1988-12,0.04419410745233954,0.0024549770175570362,0.027558579362517488,1989-01-31,9.01,9.12,-10.999999999999943,4.590589254766046,1989-01-31,0.09184328837508016,1989-01-27,0.19,,,1989-01-25,TWEXM,-0.015617466338585073,404.0,-0.04950495049504955,-0.07178217821782173,0.04950495049504955,0.08910891089108908,-0.08910891089108908,0.0,0.07906172424824598
T05_1988,B02,1988,1988-03-30,1989-06-06,1989-03,1989-03-01,1989-01,0.046672428694900514,0.004174596951622034,0.030792614276063945,1989-02-28,9.32,9.55,-23.000000000000043,4.652757130509949,1989-02-28,0.18631921824104247,1989-02-24,0.412,,,1989-02-22,TWEXM,-0.040303283559323666,388.0,-0.04381443298969068,-0.05927835051546393,0.04871794871794877,0.0641025641025641,-0.05927835051546393,0.005154639175257714,0.06667827926582942
T05_1988,B02,1988,1988-03-30,1989-06-06,1989-04,1989-04-01,1989-02,0.04827586206896539,0.005814856869658769,0.02111356945517584,1989-03-31,9.3,9.73,-42.99999999999997,4.4724137931034615,1989-03-31,0.4254571026722924,1989-03-31,0.719,,,1989-03-29,TWEXM,-0.014606216901737246,390.0,-0.05641025641025643,-0.07179487179487176,0.05641025641025643,0.07179487179487176,-0.07179487179487176,0.0,0.06769210901992172
T05_1988,B02,1988,1988-03-30,1989-06-06,1989-05,1989-05-01,1989-03,0.04978540772532192,0.00559130027298238,0.021147048238211674,1989-04-28,9.02,9.22,-20.000000000000107,4.041459227467808,1989-04-28,0.5254491017964071,1989-04-28,0.622,,,1989-04-26,TWEXM,0.02473184607942769,384.0,-0.0234375,-0.04427083333333337,0.04166666666666663,0.05729166666666663,-0.05729166666666663,0.0,0.06404265784054369
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-03,1994-03-01,1994-01,0.02524544179523147,-0.0022580842978572324,0.033086266095749384,1994-02-28,6.15,4.67,148.00000000000006,3.625455820476853,1994-02-28,-0.20066152149944871,1994-02-25,-0.918,,,1994-02-23,TWEXM,0.011514203158838887,382.0,-0.002617801047120394,-0.005235602094240788,0.01822916666666663,0.01822916666666663,-0.01308900523560208,0.010471204188481575,0.03212697866551799
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-04,1994-04-01,1994-02,0.02515723270440251,-0.0016033306758793664,0.028734118125557373,1994-03-31,6.77,5.21,155.99999999999997,4.254276729559749,1994-03-29,-0.15235294117647058,1994-03-25,-0.789,,,1994-03-30,TWEXM,0.011016839994847816,384.0,0.005208333333333259,0.02083333333333326,0.01822916666666663,0.01822916666666663,-0.01822916666666663,0.02083333333333326,0.03212697866551799
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-05,1994-05-01,1994-03,0.025069637883008422,-0.0024145058802051977,0.04013742016462052,1994-04-29,7.06,5.73,132.99999999999991,4.553036211699157,1994-04-28,-0.05422374429223742,1994-04-29,-0.72,,,1994-04-27,TWEXM,-0.005856856441327718,377.0,0.021220159151193574,0.034482758620689724,0.002590673575129543,0.015544041450777257,0.0,0.039787798408488007,0.020187748256528106
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-06,1994-06-01,1994-04,0.02361111111111125,-0.001634330684120222,0.04342604424720231,1994-05-31,7.17,6.01,116.00000000000001,4.808888888888875,1994-05-27,-0.0060672917815775,1994-05-27,-0.72,,,1994-05-25,TWEXM,-0.018048395448817867,381.0,-0.002624671916010457,0.007874015748031482,0.015544041450777257,0.020408163265306145,-0.002624671916010457,0.028871391076115582,0.029804442285554837
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-07,1994-07-01,1994-05,0.02288488210818307,-0.0022723505962194412,0.05220887873549018,1994-06-30,7.34,6.19,114.99999999999994,5.051511789181693,1994-06-30,0.15849282296650724,1994-06-24,-0.716,,,1994-06-29,TWEXM,-0.0440856636202428,386.0,0.015544041450777257,-0.01813471502590669,0.015544041450777257,0.03316326530612246,-0.01813471502590669,0.015544041450777257,0.03509782713804898
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-08,1994-08-01,1994-06,0.024930747922437657,-0.00013888996057076497,0.05692891278467149,1994-07-29,7.12,5.99,112.99999999999999,4.626925207756234,1994-07-29,0.40290255701451283,1994-07-29,-0.77,,,1994-07-27,TWEXM,-0.05074945790500296,385.0,0.01298701298701288,-0.01558441558441559,0.012987012987012991,0.03316326530612246,-0.01558441558441559,0.018181818181818077,0.034905578820768175
