broad_episode_id,cycle_id,anchor,anchor_date,episode_weight,series,metric_family,metric_unit,metric_3m,metric_6m,metric_12m,max_increase_12m,max_decrease_12m,cash_avg_dff_12m,source_module,evidence_time,source_module_casebook,causal_status,oos_status,deployment_status,interpretation_guardrail
B02,T03_1987,FIRST_CUT,1987-07-02,0.3333333333333333,MECHANICAL_CASH_DFF,CASH_CARRY,DECIMAL_CARRY,0.0178022957128103,0.0351147115054031,0.0722137253577195,,,6.992892071437399,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,FIRST_CUT,1987-07-02,0.3333333333333333,DGS10,TREASURY_YIELD_CHANGE,BASIS_POINTS,111.7727272727274,26.351674641148293,65.37272727272736,111.7727272727274,-19.02727272727276,,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,FIRST_CUT,1987-07-02,0.3333333333333333,DGS2,TREASURY_YIELD_CHANGE,BASIS_POINTS,82.4437229437228,5.681818181818077,70.58181818181808,82.4437229437228,-39.26818181818188,,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,FIRST_HIKE,1987-01-05,0.3333333333333333,MECHANICAL_CASH_DFF,CASH_CARRY,DECIMAL_CARRY,0.0155758214371988,0.0327333439969539,0.0689974774334174,,,6.690761328725038,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,FIRST_HIKE,1987-01-05,0.3333333333333333,DGS10,TREASURY_YIELD_CHANGE,BASIS_POINTS,91.01298701298708,133.40909090909082,155.3062200956938,240.7272727272729,13.590909090909165,,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,FIRST_HIKE,1987-01-05,0.3333333333333333,DGS2,TREASURY_YIELD_CHANGE,BASIS_POINTS,75.24675324675326,117.0454545454545,135.81818181818184,212.58008658008657,12.6076555023924,,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,LAST_HIKE,1987-05-22,0.3333333333333333,MECHANICAL_CASH_DFF,CASH_CARRY,DECIMAL_CARRY,0.0167927231081659,0.0348605859817439,0.0704772574938583,,,6.829843684340626,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,LAST_HIKE,1987-05-22,0.3333333333333333,DGS10,TREASURY_YIELD_CHANGE,BASIS_POINTS,73.7619047619047,83.76691729323298,106.61904761904762,149.71428571428584,18.91428571428566,,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T03_1987,LAST_HIKE,1987-05-22,0.3333333333333333,DGS2,TREASURY_YIELD_CHANGE,BASIS_POINTS,72.85714285714286,66.83458646616538,97.14285714285715,137.33333333333331,15.62142857142863,,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
B02,T04_1987,FIRST_CUT,1987-11-04,0.3333333333333333,MECHANICAL_CASH_DFF,CASH_CARRY,DECIMAL_CARRY,0.0169164126174299,0.0344168789444481,0.0765847773626859,,,7.402297089358545,CROSS-ASSET-EXPANSION-014,DESCRIPTIVE_PATH,CROSS-ASSET-EXPANSION-014,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical rate/carry path; do not directly rank against price-return metrics
